ts,value,label
0.0,0.5243501308277199,0
0.0001,-0.09893133516951118,0
0.0002,0.17616936957256638,0
0.00030000000000000003,0.14531410443780127,0
0.0004,-0.15257210456092135,0
0.0005,-0.049009798587987506,0
0.0006000000000000001,-0.25435318144190666,0
0.0007,-0.09920137079776307,0
0.0008,-0.17034311495699161,0
0.0009000000000000001,-0.07446572725894472,0
0.001,0.12472901411547946,0
0.0011,0.17918802206901133,0
0.0012000000000000001,-0.2688591320688194,0
0.0013000000000000002,-0.013835065554598666,0
0.0014,0.0067560882148113375,0
0.0015,0.11264848060947973,0
0.0016,0.4708270128795236,0
0.0017000000000000001,-0.27033300986209524,0
0.0018000000000000002,-0.6040518334904937,0
0.0019,0.07611997556477962,0
0.002,0.2575560279131027,0
0.0021000000000000003,0.4632829982424584,0
0.0022,0.08342621886951389,0
0.0023,-0.33759077025104156,0
0.0024000000000000002,-0.1589173166335188,0
0.0025,0.31276292608788825,0
0.0026000000000000003,0.49892393795127843,0
0.0027,0.11737662933231299,0
0.0028,0.2277567333353361,0
0.0029000000000000002,-0.09214396143291156,0
0.003,0.15703689184667,0
0.0031000000000000003,-0.23043183735886882,0
0.0032,-0.33483781895739484,0
0.0033,-0.048270691938416994,0
0.0034000000000000002,-0.30065147377226986,0
0.0035,0.2649660849125818,0
0.0036000000000000003,-0.15245324981882816,0
0.0037,-0.164550240344812,0
0.0038,0.03727179665693402,0
0.0039000000000000003,-0.22543949307859704,0
0.004,0.32091535230090457,0
0.0041,0.48289778721837834,0
0.004200000000000001,-0.26933044507724957,0
0.0043,-0.7387621786634783,0
0.0044,-0.26739929856502054,0
0.0045000000000000005,0.32279588998690356,0
0.0046,0.24307663238929386,0
0.0047,0.02391283757709557,0
0.0048000000000000004,0.13291946491524526,0
0.0049,0.12483484514351187,0
0.005,0.2533269995482815,0
0.0051,0.07369076792251197,0
0.005200000000000001,0.2938618324600567,0
0.0053,0.21484979214329814,0
0.0054,0.32714073861643234,0
0.0055000000000000005,0.18259468844912866,0
0.0056,0.17913242010800765,0
0.0057,0.11986252102350912,0
0.0058000000000000005,0.16989290129962809,0
0.0059,-0.1474447304678087,0
0.006,-0.3211956765311872,0
0.0061,0.6443053463575406,0
0.006200000000000001,0.799912546010273,0
0.0063,-0.2947009267943658,0
0.0064,-0.034057244075125656,0
0.006500000000000001,-0.6786050073192624,0
0.0066,0.046163307276005795,0
0.0067,0.19276376437355394,0
0.0068000000000000005,0.4960910711716465,0
0.006900000000000001,0.08469553736146618,0
0.007,-0.26477048310059065,0
0.0071,0.4897098032064889,0
0.007200000000000001,0.06882190991184267,0
0.0073,0.8800213755916207,0
0.0074,-0.25582933909773464,0
0.007500000000000001,0.2731886535893772,0
0.0076,0.08895866797994127,0
0.0077,0.2637304148388164,0
0.0078000000000000005,-0.4473964959057766,0
0.0079,-0.2468368144903895,0
0.008,-0.3585573055732094,0
0.0081,0.017408944763385406,0
0.0082,-0.21914515666860823,0
0.0083,0.16409445793542424,0
0.008400000000000001,-0.14738233600274947,0
0.0085,0.13488753282476892,0
0.0086,-0.42143303601084336,0
0.008700000000000001,0.019371955365054188,0
0.0088,0.14062494273458503,0
0.0089,-0.041933231237367405,0
0.009000000000000001,-0.29626440226878237,0
0.0091,0.0445999747135712,0
0.0092,-0.2317318134262559,0
0.009300000000000001,-0.23890772152543058,0
0.0094,0.3323358348207823,0
